Station,Direction,Year,Month,Day,Time_Period,Volume,OBJECTID
3001 Atwood,NB,2016,January,Saturday,10-11 PM,109,8206
3001 Atwood,NB,2016,January,Saturday,11-12 PM,83,8207
3001 Atwood,NB,2016,January,Sunday,12-1 AM,55,8208
3001 Atwood,NB,2016,January,Sunday,1-2 AM,41,8209
3001 Atwood,NB,2016,January,Sunday,2-3 AM,37,8210
3001 Atwood,NB,2016,January,Sunday,3-4 AM,16,8211
3001 Atwood,NB,2016,January,Sunday,4-5 AM,9,8212
3001 Atwood,NB,2016,January,Sunday,5-6 AM,29,8213
3001 Atwood,NB,2016,January,Sunday,6-7 AM,53,8214
3001 Atwood,NB,2016,January,Sunday,7-8 AM,89,8215
3001 Atwood,NB,2016,January,Sunday,8-9 AM,184,8216
3001 Atwood,NB,2016,January,Sunday,9-10 AM,258,8217
3001 Atwood,NB,2016,January,Sunday,10-11 AM,299,8218
3001 Atwood,NB,2016,January,Sunday,11-12 AM,275,8219
3001 Atwood,NB,2016,January,Sunday,12-1 PM,354,8220
3001 Atwood,NB,2016,January,Sunday,1-2 PM,362,8221
3001 Atwood,NB,2016,January,Sunday,2-3 PM,327,8222
3001 Atwood,NB,2016,January,Sunday,3-4 PM,336,8223
3001 Atwood,NB,2016,January,Sunday,4-5 PM,265,8224
3001 Atwood,NB,2016,January,Sunday,5-6 PM,242,8225
3001 Atwood,NB,2016,January,Sunday,6-7 PM,211,8226
3001 Atwood,NB,2016,January,Sunday,7-8 PM,163,8227
3001 Atwood,NB,2016,January,Sunday,8-9 PM,122,8228
3001 Atwood,NB,2016,January,Sunday,9-10 PM,81,8229
3001 Atwood,NB,2016,January,Sunday,10-11 PM,81,8230
3001 Atwood,NB,2016,January,Sunday,11-12 PM,30,8231
3001 Atwood,SB,2017,January,Monday,12-1 AM,25,8232
3001 Atwood,SB,2017,January,Monday,1-2 AM,17,8233
3001 Atwood,SB,2017,January,Monday,2-3 AM,14,8234
3001 Atwood,SB,2017,January,Monday,3-4 AM,10,8235
3001 Atwood,SB,2017,January,Monday,4-5 AM,14,8236
3001 Atwood,SB,2017,January,Monday,5-6 AM,47,8237
3001 Atwood,SB,2017,January,Monday,6-7 AM,104,8238
3001 Atwood,SB,2017,January,Monday,7-8 AM,263,8239
3001 Atwood,SB,2017,January,Monday,8-9 AM,331,8240
3001 Atwood,SB,2017,January,Monday,9-10 AM,249,8241
3001 Atwood,SB,2017,January,Monday,10-11 AM,293,8242
3001 Atwood,SB,2017,January,Monday,11-12 AM,348,8243
3001 Atwood,SB,2017,January,Monday,12-1 PM,366,8244
3001 Atwood,SB,2017,January,Monday,1-2 PM,433,8245
3001 Atwood,SB,2017,January,Monday,2-3 PM,451,8246
3001 Atwood,SB,2017,January,Monday,3-4 PM,631,8247
3001 Atwood,SB,2017,January,Monday,4-5 PM,815,8248
3001 Atwood,SB,2017,January,Monday,5-6 PM,838,8249
3001 Atwood,SB,2017,January,Monday,6-7 PM,453,8250
3001 Atwood,SB,2017,January,Monday,7-8 PM,301,8251
3001 Atwood,SB,2017,January,Monday,8-9 PM,244,8252
3001 Atwood,SB,2017,January,Monday,9-10 PM,153,8253
3001 Atwood,SB,2017,January,Monday,10-11 PM,105,8254
3001 Atwood,SB,2017,January,Monday,11-12 PM,84,8255
3001 Atwood,SB,2017,January,Tuesday,12-1 AM,42,8256
3001 Atwood,SB,2017,January,Tuesday,1-2 AM,34,8257
3001 Atwood,SB,2017,January,Tuesday,2-3 AM,10,8258
3001 Atwood,SB,2017,January,Tuesday,3-4 AM,25,8259
3001 Atwood,SB,2017,January,Tuesday,4-5 AM,19,8260
3001 Atwood,SB,2017,January,Tuesday,5-6 AM,74,8261
3001 Atwood,SB,2017,January,Tuesday,6-7 AM,122,8262
3001 Atwood,SB,2017,January,Tuesday,7-8 AM,332,8263
3001 Atwood,SB,2017,January,Tuesday,8-9 AM,347,8264
3001 Atwood,SB,2017,January,Tuesday,9-10 AM,282,8265
3001 Atwood,SB,2017,January,Tuesday,10-11 AM,287,8266
3001 Atwood,SB,2017,January,Tuesday,11-12 AM,372,8267
3001 Atwood,SB,2017,January,Tuesday,12-1 PM,398,8268
3001 Atwood,SB,2017,January,Tuesday,1-2 PM,402,8269
3001 Atwood,SB,2017,January,Tuesday,2-3 PM,498,8270
3001 Atwood,SB,2017,January,Tuesday,3-4 PM,602,8271
3001 Atwood,SB,2017,January,Tuesday,4-5 PM,835,8272
3001 Atwood,SB,2017,January,Tuesday,5-6 PM,967,8273
3001 Atwood,SB,2017,January,Tuesday,6-7 PM,672,8274
3001 Atwood,SB,2017,January,Tuesday,7-8 PM,335,8275
3001 Atwood,SB,2017,January,Tuesday,8-9 PM,274,8276
3001 Atwood,SB,2017,January,Tuesday,9-10 PM,184,8277
3001 Atwood,SB,2017,January,Tuesday,10-11 PM,121,8278
3001 Atwood,SB,2017,January,Tuesday,11-12 PM,95,8279
3001 Atwood,SB,2017,January,Wednesday,12-1 AM,49,8280
3001 Atwood,SB,2017,January,Wednesday,1-2 AM,34,8281
3001 Atwood,SB,2017,January,Wednesday,2-3 AM,21,8282
3001 Atwood,SB,2017,January,Wednesday,3-4 AM,13,8283
3001 Atwood,SB,2017,January,Wednesday,4-5 AM,8,8284
3001 Atwood,SB,2017,January,Wednesday,5-6 AM,50,8285
3001 Atwood,SB,2017,January,Wednesday,6-7 AM,100,8286
3001 Atwood,SB,2017,January,Wednesday,7-8 AM,302,8287
3001 Atwood,SB,2017,January,Wednesday,8-9 AM,350,8288
3001 Atwood,SB,2017,January,Wednesday,9-10 AM,250,8289
3001 Atwood,SB,2017,January,Wednesday,10-11 AM,284,8290
3001 Atwood,SB,2017,January,Wednesday,11-12 AM,330,8291
3001 Atwood,SB,2017,January,Wednesday,12-1 PM,366,8292
3001 Atwood,SB,2017,January,Wednesday,1-2 PM,359,8293
3001 Atwood,SB,2017,January,Wednesday,2-3 PM,472,8294
3001 Atwood,SB,2017,January,Wednesday,3-4 PM,612,8295
3001 Atwood,SB,2017,January,Wednesday,4-5 PM,859,8296
3001 Atwood,SB,2017,January,Wednesday,5-6 PM,774,8297
3001 Atwood,SB,2017,January,Wednesday,6-7 PM,436,8298
3001 Atwood,SB,2017,January,Wednesday,7-8 PM,306,8299
3001 Atwood,SB,2017,January,Wednesday,8-9 PM,364,8300
3001 Atwood,SB,2017,January,Wednesday,9-10 PM,229,8301
3001 Atwood,SB,2017,January,Wednesday,10-11 PM,130,8302
3001 Atwood,SB,2017,January,Wednesday,11-12 PM,67,8303
3001 Atwood,SB,2017,January,Thursday,12-1 AM,119,8304
3001 Atwood,SB,2017,January,Thursday,1-2 AM,135,8305
3001 Atwood,SB,2017,January,Thursday,2-3 AM,110,8306
3001 Atwood,SB,2017,January,Thursday,3-4 AM,65,8307
3001 Atwood,SB,2017,January,Thursday,4-5 AM,43,8308
3001 Atwood,SB,2017,January,Thursday,5-6 AM,22,8309
3001 Atwood,SB,2017,January,Thursday,6-7 AM,26,8310
3001 Atwood,SB,2017,January,Thursday,7-8 AM,42,8311
3001 Atwood,SB,2017,January,Thursday,8-9 AM,60,8312
3001 Atwood,SB,2017,January,Thursday,9-10 AM,138,8313
3001 Atwood,SB,2017,January,Thursday,10-11 AM,228,8314
3001 Atwood,SB,2017,January,Thursday,11-12 AM,203,8315
3001 Atwood,SB,2017,January,Thursday,12-1 PM,238,8316
3001 Atwood,SB,2017,January,Thursday,1-2 PM,223,8317
3001 Atwood,SB,2017,January,Thursday,2-3 PM,246,8318
3001 Atwood,SB,2017,January,Thursday,3-4 PM,314,8319
3001 Atwood,SB,2017,January,Thursday,4-5 PM,278,8320
3001 Atwood,SB,2017,January,Thursday,5-6 PM,237,8321
3001 Atwood,SB,2017,January,Thursday,6-7 PM,197,8322
3001 Atwood,SB,2017,January,Thursday,7-8 PM,162,8323
3001 Atwood,SB,2017,January,Thursday,8-9 PM,152,8324
3001 Atwood,SB,2017,January,Thursday,9-10 PM,107,8325
3001 Atwood,SB,2017,January,Thursday,10-11 PM,70,8326
3001 Atwood,SB,2017,January,Thursday,11-12 PM,56,8327
3001 Atwood,SB,2017,January,Friday,12-1 AM,35,8328
3001 Atwood,SB,2017,January,Friday,1-2 AM,19,8329
3001 Atwood,SB,2017,January,Friday,2-3 AM,17,8330
3001 Atwood,SB,2017,January,Friday,3-4 AM,12,8331
3001 Atwood,SB,2017,January,Friday,4-5 AM,5,8332
3001 Atwood,SB,2017,January,Friday,5-6 AM,36,8333
3001 Atwood,SB,2017,January,Friday,6-7 AM,71,8334
3001 Atwood,SB,2017,January,Friday,7-8 AM,146,8335
3001 Atwood,SB,2017,January,Friday,8-9 AM,220,8336
3001 Atwood,SB,2017,January,Friday,9-10 AM,288,8337
3001 Atwood,SB,2017,January,Friday,10-11 AM,352,8338
3001 Atwood,SB,2017,January,Friday,11-12 AM,437,8339
3001 Atwood,SB,2017,January,Friday,12-1 PM,457,8340
3001 Atwood,SB,2017,January,Friday,1-2 PM,517,8341
3001 Atwood,SB,2017,January,Friday,2-3 PM,522,8342
3001 Atwood,SB,2017,January,Friday,3-4 PM,616,8343
3001 Atwood,SB,2017,January,Friday,4-5 PM,692,8344
3001 Atwood,SB,2017,January,Friday,5-6 PM,612,8345
3001 Atwood,SB,2017,January,Friday,6-7 PM,366,8346
3001 Atwood,SB,2017,January,Friday,7-8 PM,335,8347
3001 Atwood,SB,2017,January,Friday,8-9 PM,307,8348
3001 Atwood,SB,2017,January,Friday,9-10 PM,225,8349
3001 Atwood,SB,2017,January,Friday,10-11 PM,166,8350
3001 Atwood,SB,2017,January,Friday,11-12 PM,115,8351
3001 Atwood,SB,2017,January,Saturday,12-1 AM,59,8352
3001 Atwood,SB,2017,January,Saturday,1-2 AM,68,8353
3001 Atwood,SB,2017,January,Saturday,2-3 AM,56,8354
3001 Atwood,SB,2017,January,Saturday,3-4 AM,26,8355
3001 Atwood,SB,2017,January,Saturday,4-5 AM,14,8356
3001 Atwood,SB,2017,January,Saturday,5-6 AM,12,8357
3001 Atwood,SB,2017,January,Saturday,6-7 AM,38,8358
3001 Atwood,SB,2017,January,Saturday,7-8 AM,83,8359
3001 Atwood,SB,2017,January,Saturday,8-9 AM,150,8360
3001 Atwood,SB,2017,January,Saturday,9-10 AM,85,8361
3001 Atwood,SB,2017,January,Saturday,10-11 AM,347,8362
3001 Atwood,SB,2017,January,Saturday,11-12 AM,416,8363
3001 Atwood,SB,2017,January,Saturday,12-1 PM,454,8364
3001 Atwood,SB,2017,January,Saturday,1-2 PM,427,8365
3001 Atwood,SB,2017,January,Saturday,2-3 PM,434,8366
3001 Atwood,SB,2017,January,Saturday,3-4 PM,414,8367
3001 Atwood,SB,2017,January,Saturday,4-5 PM,345,8368
3001 Atwood,SB,2017,January,Saturday,5-6 PM,342,8369
3001 Atwood,SB,2017,January,Saturday,6-7 PM,278,8370
3001 Atwood,SB,2017,January,Saturday,7-8 PM,221,8371
3001 Atwood,SB,2017,January,Saturday,8-9 PM,223,8372
3001 Atwood,SB,2017,January,Saturday,9-10 PM,229,8373
3001 Atwood,SB,2017,January,Saturday,10-11 PM,157,8374
3001 Atwood,SB,2017,January,Saturday,11-12 PM,117,8375
3001 Atwood,SB,2017,January,Sunday,12-1 AM,72,8376
3001 Atwood,SB,2017,January,Sunday,1-2 AM,66,8377
3001 Atwood,SB,2017,January,Sunday,2-3 AM,59,8378
3001 Atwood,SB,2017,January,Sunday,3-4 AM,28,8379
3001 Atwood,SB,2017,January,Sunday,4-5 AM,12,8380
3001 Atwood,SB,2017,January,Sunday,5-6 AM,16,8381
3001 Atwood,SB,2017,January,Sunday,6-7 AM,25,8382
3001 Atwood,SB,2017,January,Sunday,7-8 AM,61,8383
3001 Atwood,SB,2017,January,Sunday,8-9 AM,107,8384
3001 Atwood,SB,2017,January,Sunday,9-10 AM,176,8385
3001 Atwood,SB,2017,January,Sunday,10-11 AM,289,8386
3001 Atwood,SB,2017,January,Sunday,11-12 AM,340,8387
3001 Atwood,SB,2017,January,Sunday,12-1 PM,351,8388
3001 Atwood,SB,2017,January,Sunday,1-2 PM,363,8389
3001 Atwood,SB,2017,January,Sunday,2-3 PM,347,8390
3001 Atwood,SB,2017,January,Sunday,3-4 PM,319,8391
3001 Atwood,SB,2017,January,Sunday,4-5 PM,327,8392
3001 Atwood,SB,2017,January,Sunday,5-6 PM,223,8393
3001 Atwood,SB,2017,January,Sunday,6-7 PM,197,8394
3001 Atwood,SB,2017,January,Sunday,7-8 PM,207,8395
3001 Atwood,SB,2017,January,Sunday,8-9 PM,119,8396
3001 Atwood,SB,2017,January,Sunday,9-10 PM,90,8397
3001 Atwood,SB,2017,January,Sunday,10-11 PM,75,8398
3001 Atwood,SB,2017,January,Sunday,11-12 PM,37,8399
3001 Atwood,NB,2016,February,Monday,12-1 AM,20,8400
3001 Atwood,NB,2016,February,Monday,1-2 AM,21,8401
3001 Atwood,NB,2016,February,Monday,2-3 AM,19,8402
3001 Atwood,NB,2016,February,Monday,3-4 AM,14,8403
3001 Atwood,NB,2016,February,Monday,4-5 AM,29,8404
3001 Atwood,NB,2016,February,Monday,5-6 AM,123,8405
3001 Atwood,NB,2016,February,Monday,6-7 AM,420,8406
3001 Atwood,NB,2016,February,Monday,7-8 AM,796,8407
3001 Atwood,NB,2016,February,Monday,8-9 AM,672,8408
3001 Atwood,NB,2016,February,Monday,9-10 AM,362,8409
3001 Atwood,NB,2016,February,Monday,10-11 AM,333,8410
3001 Atwood,NB,2016,February,Monday,11-12 AM,366,8411
3001 Atwood,NB,2016,February,Monday,12-1 PM,374,8412
3001 Atwood,NB,2016,February,Monday,1-2 PM,342,8413
3001 Atwood,NB,2016,February,Monday,2-3 PM,362,8414
3001 Atwood,NB,2016,February,Monday,3-4 PM,393,8415
3001 Atwood,NB,2016,February,Monday,4-5 PM,464,8416
3001 Atwood,NB,2016,February,Monday,5-6 PM,501,8417
3001 Atwood,NB,2016,February,Monday,6-7 PM,365,8418
3001 Atwood,NB,2016,February,Monday,7-8 PM,252,8419
3001 Atwood,NB,2016,February,Monday,8-9 PM,191,8420
3001 Atwood,NB,2016,February,Monday,9-10 PM,124,8421
3001 Atwood,NB,2016,February,Monday,10-11 PM,88,8422
3001 Atwood,NB,2016,February,Monday,11-12 PM,37,8423
3001 Atwood,NB,2016,February,Tuesday,12-1 AM,16,8424
3001 Atwood,NB,2016,February,Tuesday,1-2 AM,11,8425
3001 Atwood,NB,2016,February,Tuesday,2-3 AM,10,8426
3001 Atwood,NB,2016,February,Tuesday,3-4 AM,12,8427
3001 Atwood,NB,2016,February,Tuesday,4-5 AM,19,8428
3001 Atwood,NB,2016,February,Tuesday,5-6 AM,129,8429
3001 Atwood,NB,2016,February,Tuesday,6-7 AM,442,8430
3001 Atwood,NB,2016,February,Tuesday,7-8 AM,881,8431
3001 Atwood,NB,2016,February,Tuesday,8-9 AM,726,8432
3001 Atwood,NB,2016,February,Tuesday,9-10 AM,396,8433
3001 Atwood,NB,2016,February,Tuesday,10-11 AM,406,8434
3001 Atwood,NB,2016,February,Tuesday,11-12 AM,416,8435
3001 Atwood,NB,2016,February,Tuesday,12-1 PM,413,8436
3001 Atwood,NB,2016,February,Tuesday,1-2 PM,367,8437
3001 Atwood,NB,2016,February,Tuesday,2-3 PM,436,8438
3001 Atwood,NB,2016,February,Tuesday,3-4 PM,489,8439
3001 Atwood,NB,2016,February,Tuesday,4-5 PM,540,8440
3001 Atwood,NB,2016,February,Tuesday,5-6 PM,599,8441
3001 Atwood,NB,2016,February,Tuesday,6-7 PM,342,8442
3001 Atwood,NB,2016,February,Tuesday,7-8 PM,235,8443
3001 Atwood,NB,2016,February,Tuesday,8-9 PM,186,8444
3001 Atwood,NB,2016,February,Tuesday,9-10 PM,131,8445
3001 Atwood,NB,2016,February,Tuesday,10-11 PM,102,8446
3001 Atwood,NB,2016,February,Tuesday,11-12 PM,56,8447
3001 Atwood,NB,2016,February,Wednesday,12-1 AM,19,8448
3001 Atwood,NB,2016,February,Wednesday,1-2 AM,31,8449
3001 Atwood,NB,2016,February,Wednesday,2-3 AM,20,8450
3001 Atwood,NB,2016,February,Wednesday,3-4 AM,26,8451
3001 Atwood,NB,2016,February,Wednesday,4-5 AM,30,8452
3001 Atwood,NB,2016,February,Wednesday,5-6 AM,142,8453
3001 Atwood,NB,2016,February,Wednesday,6-7 AM,426,8454
3001 Atwood,NB,2016,February,Wednesday,7-8 AM,895,8455
3001 Atwood,NB,2016,February,Wednesday,8-9 AM,702,8456
3001 Atwood,NB,2016,February,Wednesday,9-10 AM,371,8457
3001 Atwood,NB,2016,February,Wednesday,10-11 AM,333,8458
3001 Atwood,NB,2016,February,Wednesday,11-12 AM,438,8459
3001 Atwood,NB,2016,February,Wednesday,12-1 PM,432,8460
3001 Atwood,NB,2016,February,Wednesday,1-2 PM,348,8461
3001 Atwood,NB,2016,February,Wednesday,2-3 PM,418,8462
3001 Atwood,NB,2016,February,Wednesday,3-4 PM,439,8463
3001 Atwood,NB,2016,February,Wednesday,4-5 PM,475,8464
3001 Atwood,NB,2016,February,Wednesday,5-6 PM,574,8465
3001 Atwood,NB,2016,February,Wednesday,6-7 PM,451,8466
3001 Atwood,NB,2016,February,Wednesday,7-8 PM,319,8467
3001 Atwood,NB,2016,February,Wednesday,8-9 PM,236,8468
3001 Atwood,NB,2016,February,Wednesday,9-10 PM,136,8469
3001 Atwood,NB,2016,February,Wednesday,10-11 PM,129,8470
3001 Atwood,NB,2016,February,Wednesday,11-12 PM,47,8471
3001 Atwood,NB,2016,February,Thursday,12-1 AM,30,8472
3001 Atwood,NB,2016,February,Thursday,1-2 AM,17,8473
3001 Atwood,NB,2016,February,Thursday,2-3 AM,9,8474
3001 Atwood,NB,2016,February,Thursday,3-4 AM,10,8475
3001 Atwood,NB,2016,February,Thursday,4-5 AM,18,8476
3001 Atwood,NB,2016,February,Thursday,5-6 AM,141,8477
3001 Atwood,NB,2016,February,Thursday,6-7 AM,423,8478
3001 Atwood,NB,2016,February,Thursday,7-8 AM,888,8479
3001 Atwood,NB,2016,February,Thursday,8-9 AM,650,8480
3001 Atwood,NB,2016,February,Thursday,9-10 AM,384,8481
3001 Atwood,NB,2016,February,Thursday,10-11 AM,343,8482
3001 Atwood,NB,2016,February,Thursday,11-12 AM,407,8483
3001 Atwood,NB,2016,February,Thursday,12-1 PM,420,8484
3001 Atwood,NB,2016,February,Thursday,1-2 PM,351,8485
3001 Atwood,NB,2016,February,Thursday,2-3 PM,398,8486
3001 Atwood,NB,2016,February,Thursday,3-4 PM,489,8487
3001 Atwood,NB,2016,February,Thursday,4-5 PM,507,8488
3001 Atwood,NB,2016,February,Thursday,5-6 PM,540,8489
3001 Atwood,NB,2016,February,Thursday,6-7 PM,497,8490
3001 Atwood,NB,2016,February,Thursday,7-8 PM,294,8491
3001 Atwood,NB,2016,February,Thursday,8-9 PM,224,8492
3001 Atwood,NB,2016,February,Thursday,9-10 PM,177,8493
3001 Atwood,NB,2016,February,Thursday,10-11 PM,126,8494
3001 Atwood,NB,2016,February,Thursday,11-12 PM,64,8495
3001 Atwood,NB,2016,February,Friday,12-1 AM,24,8496
3001 Atwood,NB,2016,February,Friday,1-2 AM,15,8497
3001 Atwood,NB,2016,February,Friday,2-3 AM,14,8498
3001 Atwood,NB,2016,February,Friday,3-4 AM,17,8499
3001 Atwood,NB,2016,February,Friday,4-5 AM,21,8500
3001 Atwood,NB,2016,February,Friday,5-6 AM,132,8501
3001 Atwood,NB,2016,February,Friday,6-7 AM,374,8502
3001 Atwood,NB,2016,February,Friday,7-8 AM,764,8503
3001 Atwood,NB,2016,February,Friday,8-9 AM,582,8504
3001 Atwood,NB,2016,February,Friday,9-10 AM,389,8505
3001 Atwood,NB,2016,February,Friday,10-11 AM,348,8506
3001 Atwood,NB,2016,February,Friday,11-12 AM,490,8507
3001 Atwood,NB,2016,February,Friday,12-1 PM,425,8508
3001 Atwood,NB,2016,February,Friday,1-2 PM,430,8509
3001 Atwood,NB,2016,February,Friday,2-3 PM,447,8510
3001 Atwood,NB,2016,February,Friday,3-4 PM,479,8511
3001 Atwood,NB,2016,February,Friday,4-5 PM,566,8512
3001 Atwood,NB,2016,February,Friday,5-6 PM,585,8513
3001 Atwood,NB,2016,February,Friday,6-7 PM,451,8514
3001 Atwood,NB,2016,February,Friday,7-8 PM,317,8515
3001 Atwood,NB,2016,February,Friday,8-9 PM,206,8516
3001 Atwood,NB,2016,February,Friday,9-10 PM,175,8517
3001 Atwood,NB,2016,February,Friday,10-11 PM,149,8518
3001 Atwood,NB,2016,February,Friday,11-12 PM,98,8519
3001 Atwood,NB,2016,February,Saturday,12-1 AM,45,8520
3001 Atwood,NB,2016,February,Saturday,1-2 AM,36,8521
3001 Atwood,NB,2016,February,Saturday,2-3 AM,15,8522
3001 Atwood,NB,2016,February,Saturday,3-4 AM,15,8523
3001 Atwood,NB,2016,February,Saturday,4-5 AM,7,8524
3001 Atwood,NB,2016,February,Saturday,5-6 AM,48,8525
3001 Atwood,NB,2016,February,Saturday,6-7 AM,76,8526
3001 Atwood,NB,2016,February,Saturday,7-8 AM,158,8527
3001 Atwood,NB,2016,February,Saturday,8-9 AM,241,8528
3001 Atwood,NB,2016,February,Saturday,9-10 AM,354,8529
3001 Atwood,NB,2016,February,Saturday,10-11 AM,440,8530
3001 Atwood,NB,2016,February,Saturday,11-12 AM,521,8531
3001 Atwood,NB,2016,February,Saturday,12-1 PM,551,8532
3001 Atwood,NB,2016,February,Saturday,1-2 PM,482,8533
3001 Atwood,NB,2016,February,Saturday,2-3 PM,453,8534
3001 Atwood,NB,2016,February,Saturday,3-4 PM,512,8535
3001 Atwood,NB,2016,February,Saturday,4-5 PM,443,8536
3001 Atwood,NB,2016,February,Saturday,5-6 PM,390,8537
3001 Atwood,NB,2016,February,Saturday,6-7 PM,373,8538
3001 Atwood,NB,2016,February,Saturday,7-8 PM,239,8539
3001 Atwood,NB,2016,February,Saturday,8-9 PM,218,8540
3001 Atwood,NB,2016,February,Saturday,9-10 PM,162,8541
3001 Atwood,NB,2016,February,Saturday,10-11 PM,136,8542
3001 Atwood,NB,2016,February,Saturday,11-12 PM,66,8543
3001 Atwood,NB,2016,February,Sunday,12-1 AM,73,8544
3001 Atwood,NB,2016,February,Sunday,1-2 AM,33,8545
3001 Atwood,NB,2016,February,Sunday,2-3 AM,37,8546
3001 Atwood,NB,2016,February,Sunday,3-4 AM,23,8547
3001 Atwood,NB,2016,February,Sunday,4-5 AM,15,8548
3001 Atwood,NB,2016,February,Sunday,5-6 AM,38,8549
3001 Atwood,NB,2016,February,Sunday,6-7 AM,69,8550
3001 Atwood,NB,2016,February,Sunday,7-8 AM,83,8551
3001 Atwood,NB,2016,February,Sunday,8-9 AM,148,8552
3001 Atwood,NB,2016,February,Sunday,9-10 AM,182,8553
3001 Atwood,NB,2016,February,Sunday,10-11 AM,207,8554
3001 Atwood,NB,2016,February,Sunday,11-12 AM,191,8555
3001 Atwood,NB,2016,February,Sunday,12-1 PM,232,8556
3001 Atwood,NB,2016,February,Sunday,1-2 PM,236,8557
3001 Atwood,NB,2016,February,Sunday,2-3 PM,219,8558
3001 Atwood,NB,2016,February,Sunday,3-4 PM,187,8559
3001 Atwood,NB,2016,February,Sunday,4-5 PM,155,8560
3001 Atwood,NB,2016,February,Sunday,5-6 PM,161,8561
3001 Atwood,NB,2016,February,Sunday,6-7 PM,94,8562
3001 Atwood,NB,2016,February,Sunday,7-8 PM,78,8563
3001 Atwood,NB,2016,February,Sunday,8-9 PM,75,8564
3001 Atwood,NB,2016,February,Sunday,9-10 PM,116,8565
3001 Atwood,NB,2016,February,Sunday,10-11 PM,73,8566
3001 Atwood,NB,2016,February,Sunday,11-12 PM,21,8567
3001 Atwood,SB,2017,February,Monday,12-1 AM,25,8568
3001 Atwood,SB,2017,February,Monday,1-2 AM,27,8569
3001 Atwood,SB,2017,February,Monday,2-3 AM,15,8570
3001 Atwood,SB,2017,February,Monday,3-4 AM,13,8571
3001 Atwood,SB,2017,February,Monday,4-5 AM,14,8572
3001 Atwood,SB,2017,February,Monday,5-6 AM,61,8573
3001 Atwood,SB,2017,February,Monday,6-7 AM,109,8574
3001 Atwood,SB,2017,February,Monday,7-8 AM,336,8575
3001 Atwood,SB,2017,February,Monday,8-9 AM,315,8576
3001 Atwood,SB,2017,February,Monday,9-10 AM,262,8577
3001 Atwood,SB,2017,February,Monday,10-11 AM,291,8578
3001 Atwood,SB,2017,February,Monday,11-12 AM,295,8579
3001 Atwood,SB,2017,February,Monday,12-1 PM,377,8580
3001 Atwood,SB,2017,February,Monday,1-2 PM,400,8581
3001 Atwood,SB,2017,February,Monday,2-3 PM,422,8582
3001 Atwood,SB,2017,February,Monday,3-4 PM,541,8583
3001 Atwood,SB,2017,February,Monday,4-5 PM,769,8584
3001 Atwood,SB,2017,February,Monday,5-6 PM,841,8585
3001 Atwood,SB,2017,February,Monday,6-7 PM,503,8586
3001 Atwood,SB,2017,February,Monday,7-8 PM,340,8587
3001 Atwood,SB,2017,February,Monday,8-9 PM,247,8588
3001 Atwood,SB,2017,February,Monday,9-10 PM,184,8589
3001 Atwood,SB,2017,February,Monday,10-11 PM,98,8590
3001 Atwood,SB,2017,February,Monday,11-12 PM,72,8591
3001 Atwood,SB,2017,February,Tuesday,12-1 AM,36,8592
3001 Atwood,SB,2017,February,Tuesday,1-2 AM,26,8593
3001 Atwood,SB,2017,February,Tuesday,2-3 AM,9,8594
3001 Atwood,SB,2017,February,Tuesday,3-4 AM,12,8595
3001 Atwood,SB,2017,February,Tuesday,4-5 AM,9,8596
3001 Atwood,SB,2017,February,Tuesday,5-6 AM,68,8597
3001 Atwood,SB,2017,February,Tuesday,6-7 AM,130,8598
3001 Atwood,SB,2017,February,Tuesday,7-8 AM,336,8599
3001 Atwood,SB,2017,February,Tuesday,8-9 AM,337,8600
3001 Atwood,SB,2017,February,Tuesday,9-10 AM,317,8601
3001 Atwood,SB,2017,February,Tuesday,10-11 AM,299,8602
3001 Atwood,SB,2017,February,Tuesday,11-12 AM,395,8603
3001 Atwood,SB,2017,February,Tuesday,12-1 PM,417,8604
3001 Atwood,SB,2017,February,Tuesday,1-2 PM,389,8605
3001 Atwood,SB,2017,February,Tuesday,2-3 PM,507,8606
3001 Atwood,SB,2017,February,Tuesday,3-4 PM,676,8607
3001 Atwood,SB,2017,February,Tuesday,4-5 PM,885,8608
3001 Atwood,SB,2017,February,Tuesday,5-6 PM,889,8609
3001 Atwood,SB,2017,February,Tuesday,6-7 PM,590,8610
3001 Atwood,SB,2017,February,Tuesday,7-8 PM,347,8611
3001 Atwood,SB,2017,February,Tuesday,8-9 PM,361,8612
3001 Atwood,SB,2017,February,Tuesday,9-10 PM,219,8613
3001 Atwood,SB,2017,February,Tuesday,10-11 PM,122,8614
3001 Atwood,SB,2017,February,Tuesday,11-12 PM,98,8615
3001 Atwood,SB,2017,February,Wednesday,12-1 AM,71,8616
3001 Atwood,SB,2017,February,Wednesday,1-2 AM,36,8617
3001 Atwood,SB,2017,February,Wednesday,2-3 AM,22,8618
3001 Atwood,SB,2017,February,Wednesday,3-4 AM,13,8619
3001 Atwood,SB,2017,February,Wednesday,4-5 AM,12,8620
3001 Atwood,SB,2017,February,Wednesday,5-6 AM,66,8621
3001 Atwood,SB,2017,February,Wednesday,6-7 AM,120,8622
3001 Atwood,SB,2017,February,Wednesday,7-8 AM,361,8623
3001 Atwood,SB,2017,February,Wednesday,8-9 AM,332,8624
3001 Atwood,SB,2017,February,Wednesday,9-10 AM,273,8625
3001 Atwood,SB,2017,February,Wednesday,10-11 AM,301,8626
3001 Atwood,SB,2017,February,Wednesday,11-12 AM,413,8627
